"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"02/13/2018","AQS","370110002","1","2.6","ug/m3 LC","11","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"02/16/2018","AQS","370110002","1","2.3","ug/m3 LC","10","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"02/19/2018","AQS","370110002","1","3.1","ug/m3 LC","13","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"02/22/2018","AQS","370110002","1","7.8","ug/m3 LC","33","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"02/25/2018","AQS","370110002","1","4.1","ug/m3 LC","17","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"02/28/2018","AQS","370110002","1","3.6","ug/m3 LC","15","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"03/06/2018","AQS","370110002","1","10.6","ug/m3 LC","44","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"03/09/2018","AQS","370110002","1","4.3","ug/m3 LC","18","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"03/12/2018","AQS","370110002","1","2.4","ug/m3 LC","10","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"03/15/2018","AQS","370110002","1","7.1","ug/m3 LC","30","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"03/18/2018","AQS","370110002","1","5.4","ug/m3 LC","23","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"03/21/2018","AQS","370110002","1","1.3","ug/m3 LC","5","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"03/24/2018","AQS","370110002","1","5.1","ug/m3 LC","21","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"03/27/2018","AQS","370110002","1","4.4","ug/m3 LC","18","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"03/30/2018","AQS","370110002","1","1.6","ug/m3 LC","7","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"04/02/2018","AQS","370110002","1","6","ug/m3 LC","25","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"04/05/2018","AQS","370110002","1","4.5","ug/m3 LC","19","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"04/08/2018","AQS","370110002","1","2.9","ug/m3 LC","12","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"04/11/2018","AQS","370110002","1","4.5","ug/m3 LC","19","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"04/14/2018","AQS","370110002","1","7.7","ug/m3 LC","32","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"04/17/2018","AQS","370110002","1","3.7","ug/m3 LC","15","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"04/20/2018","AQS","370110002","1","2.6","ug/m3 LC","11","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"04/23/2018","AQS","370110002","1","1.6","ug/m3 LC","7","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"04/26/2018","AQS","370110002","1","2.2","ug/m3 LC","9","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"04/29/2018","AQS","370110002","1","2.7","ug/m3 LC","11","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"05/02/2018","AQS","370110002","1","7.3","ug/m3 LC","30","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"05/05/2018","AQS","370110002","1","10.1","ug/m3 LC","42","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"05/08/2018","AQS","370110002","1","4.8","ug/m3 LC","20","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"05/11/2018","AQS","370110002","1","8.4","ug/m3 LC","35","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"05/14/2018","AQS","370110002","1","11.7","ug/m3 LC","49","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"05/17/2018","AQS","370110002","1","2.6","ug/m3 LC","11","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"05/20/2018","AQS","370110002","1","5.3","ug/m3 LC","22","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"05/23/2018","AQS","370110002","1","5.5","ug/m3 LC","23","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"05/26/2018","AQS","370110002","1","2.2","ug/m3 LC","9","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"05/29/2018","AQS","370110002","1","1.2","ug/m3 LC","5","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"06/01/2018","AQS","370110002","1","3.6","ug/m3 LC","15","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"06/04/2018","AQS","370110002","1","3.9","ug/m3 LC","16","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"06/07/2018","AQS","370110002","1","8","ug/m3 LC","33","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"06/10/2018","AQS","370110002","1","9.3","ug/m3 LC","39","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"06/13/2018","AQS","370110002","1","4.3","ug/m3 LC","18","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"06/16/2018","AQS","370110002","1","9.8","ug/m3 LC","41","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"06/19/2018","AQS","370110002","1","10.1","ug/m3 LC","42","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"06/22/2018","AQS","370110002","1","4.8","ug/m3 LC","20","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"06/25/2018","AQS","370110002","1","4.9","ug/m3 LC","20","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"06/28/2018","AQS","370110002","1","5.8","ug/m3 LC","24","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"07/01/2018","AQS","370110002","1","6","ug/m3 LC","25","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"07/04/2018","AQS","370110002","1","10.2","ug/m3 LC","43","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"07/07/2018","AQS","370110002","1","5.2","ug/m3 LC","22","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"07/10/2018","AQS","370110002","1","8.1","ug/m3 LC","34","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"07/13/2018","AQS","370110002","1","11.2","ug/m3 LC","47","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"07/16/2018","AQS","370110002","1","7.5","ug/m3 LC","31","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"07/19/2018","AQS","370110002","1","7","ug/m3 LC","29","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"07/22/2018","AQS","370110002","1","4.2","ug/m3 LC","18","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"07/25/2018","AQS","370110002","1","5","ug/m3 LC","21","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"07/28/2018","AQS","370110002","1","8.1","ug/m3 LC","34","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"07/31/2018","AQS","370110002","1","6.1","ug/m3 LC","25","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"08/03/2018","AQS","370110002","1","1.2","ug/m3 LC","5","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"08/06/2018","AQS","370110002","1","5","ug/m3 LC","21","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"08/09/2018","AQS","370110002","1","5.1","ug/m3 LC","21","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"08/12/2018","AQS","370110002","1","8.4","ug/m3 LC","35","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"08/15/2018","AQS","370110002","1","10.3","ug/m3 LC","43","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"08/18/2018","AQS","370110002","1","6","ug/m3 LC","25","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"08/21/2018","AQS","370110002","1","4.7","ug/m3 LC","20","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"08/24/2018","AQS","370110002","1","5","ug/m3 LC","21","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"08/27/2018","AQS","370110002","1","10.7","ug/m3 LC","45","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"08/30/2018","AQS","370110002","1","6.4","ug/m3 LC","27","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"09/02/2018","AQS","370110002","1","5.8","ug/m3 LC","24","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"09/05/2018","AQS","370110002","1","6.9","ug/m3 LC","29","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"09/08/2018","AQS","370110002","1","7.6","ug/m3 LC","32","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"09/11/2018","AQS","370110002","1","5.2","ug/m3 LC","22","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"09/14/2018","AQS","370110002","1","2.2","ug/m3 LC","9","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"09/17/2018","AQS","370110002","1","0.8","ug/m3 LC","3","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"09/20/2018","AQS","370110002","1","8.3","ug/m3 LC","35","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"09/23/2018","AQS","370110002","1","7.3","ug/m3 LC","30","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"09/26/2018","AQS","370110002","1","3.1","ug/m3 LC","13","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"09/29/2018","AQS","370110002","1","4.8","ug/m3 LC","20","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"10/02/2018","AQS","370110002","1","5.9","ug/m3 LC","25","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"10/05/2018","AQS","370110002","1","6.3","ug/m3 LC","26","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"10/08/2018","AQS","370110002","1","5.6","ug/m3 LC","23","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"10/11/2018","AQS","370110002","1","1.4","ug/m3 LC","6","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"10/14/2018","AQS","370110002","1","4.9","ug/m3 LC","20","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"10/17/2018","AQS","370110002","1","1.3","ug/m3 LC","5","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"10/20/2018","AQS","370110002","1","2.9","ug/m3 LC","12","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"10/23/2018","AQS","370110002","1","2.9","ug/m3 LC","12","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"10/26/2018","AQS","370110002","1","1.1","ug/m3 LC","5","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"10/29/2018","AQS","370110002","1","1.9","ug/m3 LC","8","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"11/01/2018","AQS","370110002","1","5.3","ug/m3 LC","22","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"11/04/2018","AQS","370110002","1","3.5","ug/m3 LC","15","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"11/07/2018","AQS","370110002","1","2.5","ug/m3 LC","10","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"11/10/2018","AQS","370110002","1","2.9","ug/m3 LC","12","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"11/13/2018","AQS","370110002","1","1.1","ug/m3 LC","5","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"11/16/2018","AQS","370110002","1","2.3","ug/m3 LC","10","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"11/19/2018","AQS","370110002","1","7.5","ug/m3 LC","31","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"11/22/2018","AQS","370110002","1","3.3","ug/m3 LC","14","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"11/25/2018","AQS","370110002","1","3.5","ug/m3 LC","15","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"11/28/2018","AQS","370110002","1","5.1","ug/m3 LC","21","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"12/01/2018","AQS","370110002","1","3.9","ug/m3 LC","16","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"12/04/2018","AQS","370110002","1","1.5","ug/m3 LC","6","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"12/07/2018","AQS","370110002","1","3.7","ug/m3 LC","15","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"12/10/2018","AQS","370110002","1","1.2","ug/m3 LC","5","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"12/19/2018","AQS","370110002","1","4.7","ug/m3 LC","20","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"12/22/2018","AQS","370110002","1","0.9","ug/m3 LC","4","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"12/25/2018","AQS","370110002","1","2.9","ug/m3 LC","12","Linville Falls","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","37","North Carolina","011","Avery","35.972347","-81.933072"
"01/02/2018","AQS","370210034","1","6.2","ug/m3 LC","26","Board Of Ed. Bldg.","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6062000008935","-82.5844"
"01/08/2018","AQS","370210034","1","9.7","ug/m3 LC","40","Board Of Ed. Bldg.","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6062000008935","-82.5844"
"01/14/2018","AQS","370210034","1","4.3","ug/m3 LC","18","Board Of Ed. Bldg.","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6062000008935","-82.5844"
"01/20/2018","AQS","370210034","1","5.4","ug/m3 LC","23","Board Of Ed. Bldg.","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6062000008935","-82.5844"
"01/26/2018","AQS","370210034","1","8.9","ug/m3 LC","37","Board Of Ed. Bldg.","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6062000008935","-82.5844"
"02/01/2018","AQS","370210034","1","10.6","ug/m3 LC","44","Board Of Ed. Bldg.","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6062000008935","-82.5844"
"02/07/2018","AQS","370210034","1","3.7","ug/m3 LC","15","Board Of Ed. Bldg.","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6062000008935","-82.5844"
"02/13/2018","AQS","370210034","1","4.3","ug/m3 LC","18","Board Of Ed. Bldg.","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6062000008935","-82.5844"
"02/19/2018","AQS","370210034","1","3.4","ug/m3 LC","14","Board Of Ed. Bldg.","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6062000008935","-82.5844"
"02/25/2018","AQS","370210034","1","5.3","ug/m3 LC","22","Board Of Ed. Bldg.","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6062000008935","-82.5844"
"03/03/2018","AQS","370210034","1","2.2","ug/m3 LC","9","Board Of Ed. Bldg.","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6062000008935","-82.5844"
"03/09/2018","AQS","370210034","1","6.7","ug/m3 LC","28","Board Of Ed. Bldg.","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6062000008935","-82.5844"
"03/15/2018","AQS","370210034","1","7.4","ug/m3 LC","31","Board Of Ed. Bldg.","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6062000008935","-82.5844"
"03/21/2018","AQS","370210034","1","2.1","ug/m3 LC","9","Board Of Ed. Bldg.","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6062000008935","-82.5844"
"03/27/2018","AQS","370210034","1","5.1","ug/m3 LC","21","Board Of Ed. Bldg.","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6062000008935","-82.5844"
"04/02/2018","AQS","370210034","1","9.6","ug/m3 LC","40","Board Of Ed. Bldg.","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6062000008935","-82.5844"
