lakeid,lakename,year4,daynum,sampledate,depth_id,depth,tn_ug,tp_ug,nh34,no23,po4,comments
L,Paul Lake,1991,175,6/24/91,6,5.5,458,33,12.335,1.948,4,
L,Paul Lake,1991,175,6/24/91,7,8,1287,75,595.08,2.517,12,
R,Peter Lake,1991,176,6/25/91,1,0,292,4,5.817,1.51,4,
R,Peter Lake,1991,176,6/25/91,2,1,304,7,8.633,1.267,3,
R,Peter Lake,1991,176,6/25/91,3,1.9,317,6,8.114,1.628,3,
R,Peter Lake,1991,176,6/25/91,4,3.4,312,8,6.502,1.868,3,
R,Peter Lake,1991,176,6/25/91,5,4.7,334,11,7.391,1.588,3,
R,Peter Lake,1991,176,6/25/91,6,7.4,336,17,9.925,1.587,4,
R,Peter Lake,1991,176,6/25/91,7,12,593,25,178.713,1.548,6,
E,East Long Lake,1991,177,6/26/91,1,0,514,17,15.947,2.442,6,
E,East Long Lake,1991,177,6/26/91,2,0.35,503,18,15.955,2.56,5,
E,East Long Lake,1991,177,6/26/91,3,0.65,496,16,14.551,1.836,4,
E,East Long Lake,1991,177,6/26/91,4,1.1,440,15,13.22,3.246,4,
E,East Long Lake,1991,177,6/26/91,5,1.6,457,15,17.698,2.843,5,
E,East Long Lake,1991,177,6/26/91,6,2.9,370,12,15.947,2.159,3,
E,East Long Lake,1991,177,6/26/91,7,12,822,58,414.203,3.654,22,
W,West Long Lake,1991,178,6/27/91,1,0,523,11,24.45,3.249,3,
W,West Long Lake,1991,178,6/27/91,2,0.4,508,5,22.512,2.439,3,
W,West Long Lake,1991,178,6/27/91,3,0.75,474,10,15.079,2.512,3,
W,West Long Lake,1991,178,6/27/91,4,1.4,518,13,14.194,2.389,4,
W,West Long Lake,1991,178,6/27/91,5,1.9,468,14,19.023,2.878,4,
W,West Long Lake,1991,178,6/27/91,6,3.4,368,17,15.257,1.628,4,
W,West Long Lake,1991,178,6/27/91,7,12,554,38,165.332,2.389,15,
T,Tuesday Lake,1991,179,6/28/91,1,0.417,524,10,25.225,10.725,7,
T,Tuesday Lake,1991,179,6/28/91,7,12,857,25,319.891,4.169,6,
L,Paul Lake,1991,182,7/1/91,1,0,506,9,21.958,11.954,7,
L,Paul Lake,1991,182,7/1/91,2,0.8,560,12,22.046,10.833,2,
L,Paul Lake,1991,182,7/1/91,3,1.6,503,12,25.922,11.346,8,
L,Paul Lake,1991,182,7/1/91,4,2.5,504,13,21.183,8.509,6,
L,Paul Lake,1991,182,7/1/91,5,3.8,398,12,12.291,4.733,5,
L,Paul Lake,1991,182,7/1/91,6,5.7,535,39,12.697,2.337,9,
L,Paul Lake,1991,182,7/1/91,7,8,1033,44,370.188,4.726,5,
R,Peter Lake,1991,183,7/2/91,1,0,346,10,12.448,2.742,7,
R,Peter Lake,1991,183,7/2/91,2,0.8,352,9,5.674,2.084,9,
R,Peter Lake,1991,183,7/2/91,3,1.75,395,10,7.049,2.131,5,
R,Peter Lake,1991,183,7/2/91,4,3.4,298,14,7.132,2.489,1,
R,Peter Lake,1991,183,7/2/91,5,4.5,300,NA,6.378,1.361,6,
R,Peter Lake,1991,183,7/2/91,6,7,385,18,6.809,2.243,2,
R,Peter Lake,1991,183,7/2/91,7,12,592,28,142.336,1.574,4,
E,East Long Lake,1991,184,7/3/91,1,0,538,14,14.687,4.295,5,
E,East Long Lake,1991,184,7/3/91,2,0.3,454,12,8.638,3.605,2,
E,East Long Lake,1991,184,7/3/91,3,0.6,429,19,11.433,3.366,2,
E,East Long Lake,1991,184,7/3/91,4,1.2,419,15,10.667,3.446,8,
E,East Long Lake,1991,184,7/3/91,5,1.5,450,15,12.321,3.691,2,
E,East Long Lake,1991,184,7/3/91,6,2.6,400,15,9.616,3.326,7,
E,East Long Lake,1991,184,7/3/91,7,12,927,58,407.009,4.428,23,
W,West Long Lake,1991,185,7/4/91,1,0,489,16,18.946,7.886,12,
W,West Long Lake,1991,185,7/4/91,2,0.4,511,9,11.994,3.373,4,
W,West Long Lake,1991,185,7/4/91,3,0.75,539,11,14.529,3.3,2,
W,West Long Lake,1991,185,7/4/91,4,1.4,514,8,11.756,3.306,3,
W,West Long Lake,1991,185,7/4/91,5,1.9,541,14,13.236,3.313,2,
W,West Long Lake,1991,185,7/4/91,6,3.1,469,10,32.815,3.997,4,
W,West Long Lake,1991,185,7/4/91,7,12,661,33,161.241,3.353,15,
T,Tuesday Lake,1991,186,7/5/91,1,0.3,497,12,15.82,3.595,2,
T,Tuesday Lake,1991,186,7/5/91,7,12,870,27,299.954,5.874,11,
L,Paul Lake,1991,189,7/8/91,1,0,341,11,18.406,5.232,3,
L,Paul Lake,1991,189,7/8/91,2,0.75,522,14,17.224,2.681,4,
L,Paul Lake,1991,189,7/8/91,3,1.4,416,11,13.084,2.309,1,
L,Paul Lake,1991,189,7/8/91,4,2.5,402,18,14.895,2.625,3,
L,Paul Lake,1991,189,7/8/91,5,3.5,397,10,13.108,1.967,0,
L,Paul Lake,1991,189,7/8/91,6,5.5,462,16,10.744,1.31,3,
L,Paul Lake,1991,189,7/8/91,7,8,1229,50,484.249,2.228,7,
R,Peter Lake,1991,190,7/9/91,1,0,266,5,9.495,8.907,12,
R,Peter Lake,1991,190,7/9/91,2,1.1,287,11,6.417,2.148,4,
R,Peter Lake,1991,190,7/9/91,3,2,323,7,7.817,5.086,9,
R,Peter Lake,1991,190,7/9/91,4,3.5,400,7,8.517,1.832,4,
R,Peter Lake,1991,190,7/9/91,5,4.9,367,8,5.562,1.299,2,
R,Peter Lake,1991,190,7/9/91,6,7.5,405,16,7.573,1.832,3,
R,Peter Lake,1991,190,7/9/91,7,12,575,25,84.26,2.524,9,
E,East Long Lake,1991,191,7/10/91,1,0,405,15,13.776,3.102,2,
E,East Long Lake,1991,191,7/10/91,2,0.3,445,14,16.484,5.643,8,
E,East Long Lake,1991,191,7/10/91,3,0.7,392,19,12.195,3.092,5,
E,East Long Lake,1991,191,7/10/91,4,1.2,470,11,11.373,2.329,2,
E,East Long Lake,1991,191,7/10/91,5,1.6,390,10,14.749,3.749,5,
E,East Long Lake,1991,191,7/10/91,6,2.7,431,14,12.926,2.298,2,
E,East Long Lake,1991,191,7/10/91,7,12,1109,77,522.206,4.045,27,
W,West Long Lake,1991,192,7/11/91,1,0,430,20,14.614,2.719,2,
W,West Long Lake,1991,192,7/11/91,2,0.4,440,12,16.806,2.663,3,
W,West Long Lake,1991,192,7/11/91,3,0.75,445,12,12.617,2.392,5,
W,West Long Lake,1991,192,7/11/91,4,1.4,521,16,17.348,2.879,0,
W,West Long Lake,1991,192,7/11/91,5,1.9,390,15,17.791,2.517,2,
W,West Long Lake,1991,192,7/11/91,6,2.9,459,18,11.095,1.576,1,
W,West Long Lake,1991,192,7/11/91,7,12,546,40,165.922,3.606,27,
T,Tuesday Lake,1991,193,7/12/91,1,0.433,339,12,19.144,4.411,5,
T,Tuesday Lake,1991,193,7/12/91,7,12,913,32,373.116,5.141,17,
L,Paul Lake,1991,196,7/15/91,1,0,436,9,21.606,3.5,3,
L,Paul Lake,1991,196,7/15/91,2,0.7,443,11,17.695,2.71,1,
L,Paul Lake,1991,196,7/15/91,3,1.6,431,14,19.386,3.313,5,
L,Paul Lake,1991,196,7/15/91,4,2.5,403,10,20.869,2.117,3,
L,Paul Lake,1991,196,7/15/91,5,3.5,436,NA,15.761,2.021,2,
L,Paul Lake,1991,196,7/15/91,6,5.5,386,20,17.114,2.061,4,
L,Paul Lake,1991,196,7/15/91,7,8,1601,52,734.644,4.701,22,
R,Peter Lake,1991,197,7/16/91,1,0,490,9,24.334,5.071,4,
R,Peter Lake,1991,197,7/16/91,2,1,416,6,16.377,2.081,3,
R,Peter Lake,1991,197,7/16/91,3,2,399,9,14.863,2.766,3,
R,Peter Lake,1991,197,7/16/91,4,3.5,438,9,15.141,1.863,4,
R,Peter Lake,1991,197,7/16/91,5,4.5,363,6,8.937,2.082,3,
R,Peter Lake,1991,197,7/16/91,6,7.25,426,18,14.206,2.543,4,
R,Peter Lake,1991,197,7/16/91,7,12,684,26,126.203,2.35,6,
E,East Long Lake,1991,198,7/17/91,1,0,599,10,23.377,4.245,4,
E,East Long Lake,1991,198,7/17/91,2,0.35,559,16,17.703,3.607,3,
E,East Long Lake,1991,198,7/17/91,3,0.65,555,14,21.221,3.794,3,
E,East Long Lake,1991,198,7/17/91,4,1.75,598,16,17.657,3.064,3,
E,East Long Lake,1991,198,7/17/91,5,2.25,610,12,19.278,4.265,4,
E,East Long Lake,1991,198,7/17/91,6,3,517,13,16.797,3.849,4,
E,East Long Lake,1991,198,7/17/91,7,12,1115,63,483.583,3.388,31,
W,West Long Lake,1991,199,7/18/91,1,0,542,6,17.852,3.95,4,
W,West Long Lake,1991,199,7/18/91,2,0.37,536,12,15.758,3.251,4,
W,West Long Lake,1991,199,7/18/91,3,0.75,508,9,18.802,2.886,2,
W,West Long Lake,1991,199,7/18/91,4,1.35,554,11,13.385,3.657,3,
W,West Long Lake,1991,199,7/18/91,5,1.85,579,10,14.756,3.383,2,
W,West Long Lake,1991,199,7/18/91,6,3,530,14,13.514,2.557,4,
W,West Long Lake,1991,199,7/18/91,7,12,736,38,211.501,3.145,28,
T,Tuesday Lake,1991,200,7/19/91,1,0.5,530,7,12.948,4.318,4,
T,Tuesday Lake,1991,200,7/19/91,7,12,888,27,373.452,3.488,7,
L,Paul Lake,1991,203,7/22/91,1,0,431,6,20.225,3.863,0,
L,Paul Lake,1991,203,7/22/91,2,0.75,401,8,16.109,3.281,0,
L,Paul Lake,1991,203,7/22/91,3,1.5,462,7,27.08,3.203,1,
L,Paul Lake,1991,203,7/22/91,4,2.6,384,10,20.401,2.847,1,
L,Paul Lake,1991,203,7/22/91,5,3.8,414,10,17.219,2.498,0,
L,Paul Lake,1991,203,7/22/91,6,5.8,556,19,17.379,2.214,1,
L,Paul Lake,1991,203,7/22/91,7,8,1266,39,652.295,4.629,4,
R,Peter Lake,1991,204,7/23/91,1,0,364,7,17.35,3.003,1,
R,Peter Lake,1991,204,7/23/91,2,1,389,8,14.343,1.953,3,
R,Peter Lake,1991,204,7/23/91,3,2,336,9,10.606,1.486,0,
R,Peter Lake,1991,204,7/23/91,4,3.5,336,8,10.037,2.135,2,
R,Peter Lake,1991,204,7/23/91,5,4.9,357,8,9.86,2.008,3,
R,Peter Lake,1991,204,7/23/91,6,7.75,391,13,16.473,2.484,3,
R,Peter Lake,1991,204,7/23/91,7,12,775,25,143.523,2.263,2,
E,East Long Lake,1991,205,7/24/91,1,0,523,13,14.443,2.612,2,
E,East Long Lake,1991,205,7/24/91,2,0.35,494,13,11.875,1.983,1,
E,East Long Lake,1991,205,7/24/91,3,0.65,503,13,8.999,1.977,2,
E,East Long Lake,1991,205,7/24/91,4,1.3,484,14,7.845,1.382,2,
E,East Long Lake,1991,205,7/24/91,5,1.65,462,12,9.114,1.877,2,
E,East Long Lake,1991,205,7/24/91,6,3.15,418,11,13.533,1.77,2,
E,East Long Lake,1991,205,7/24/91,7,12,1131,74,142.773,3.51,3,
W,West Long Lake,1991,206,7/25/91,1,0,530,13,17.856,2.493,0,
W,West Long Lake,1991,206,7/25/91,2,0.35,485,14,23.628,2.5,1,
W,West Long Lake,1991,206,7/25/91,3,0.75,358,13,15.711,2.553,2,
W,West Long Lake,1991,206,7/25/91,4,1.4,429,12,15.987,2.266,0,
W,West Long Lake,1991,206,7/25/91,5,1.9,469,11,31.392,7.403,9,
W,West Long Lake,1991,206,7/25/91,6,3.2,489,11,14.336,1.676,2,
W,West Long Lake,1991,206,7/25/91,7,12,687,50,212.849,1.743,25,
T,Tuesday Lake,1991,207,7/26/91,1,0.433,481,10,13.637,3.033,1,
T,Tuesday Lake,1991,207,7/26/91,7,12,883,24,326.961,3.333,7,
L,Paul Lake,1991,210,7/29/91,1,0,442,9,8.904,2.993,1,
L,Paul Lake,1991,210,7/29/91,2,0.5,404,18,9.91,2.707,2,
L,Paul Lake,1991,210,7/29/91,3,1.2,329,12,8.83,1.909,2,
L,Paul Lake,1991,210,7/29/91,4,2.4,317,9,8.185,2.032,3,
L,Paul Lake,1991,210,7/29/91,5,3.4,381,12,13.436,1.93,1,
L,Paul Lake,1991,210,7/29/91,6,5.8,452,23,8.686,1.827,3,
L,Paul Lake,1991,210,7/29/91,7,8,1141,63,486.291,1.923,7,
R,Peter Lake,1991,211,7/30/91,1,0,368,22,NA,NA,NA,
R,Peter Lake,1991,211,7/30/91,2,0.9,373,11,7.661,1.453,1,
R,Peter Lake,1991,211,7/30/91,3,2,333,11,6.459,1.507,1,
R,Peter Lake,1991,211,7/30/91,4,3.4,325,7,14.784,NA,NA,
R,Peter Lake,1991,211,7/30/91,5,4.5,344,11,9.184,1.555,1,
R,Peter Lake,1991,211,7/30/91,6,7.5,342,19,7.893,1.201,1,
R,Peter Lake,1991,211,7/30/91,7,12,754,41,147.557,1.276,4,
E,East Long Lake,1991,212,7/31/91,1,0,580,8,9.771,2.694,0,
E,East Long Lake,1991,212,7/31/91,2,0.35,440,11,8.362,2.033,8,
E,East Long Lake,1991,212,7/31/91,3,0.6,401,10,6.368,1.644,1,
E,East Long Lake,1991,212,7/31/91,4,1.2,387,12,5.049,1.576,0,
E,East Long Lake,1991,212,7/31/91,5,1.7,389,10,7.659,1.589,2,
E,East Long Lake,1991,212,7/31/91,6,2.8,356,10,NA,NA,NA,
E,East Long Lake,1991,212,7/31/91,7,12,1065,83,488.929,3.069,18,
W,West Long Lake,1991,213,8/1/91,1,0,457,14,6.836,1.991,0,
W,West Long Lake,1991,213,8/1/91,2,0.3,423,10,NA,NA,NA,
W,West Long Lake,1991,213,8/1/91,3,0.75,400,8,NA,NA,NA,
W,West Long Lake,1991,213,8/1/91,4,1.35,438,11,7.158,1.575,0,
W,West Long Lake,1991,213,8/1/91,5,1.8,414,13,8.887,1.643,1,
W,West Long Lake,1991,213,8/1/91,6,3,388,13,8.358,2.032,3,
W,West Long Lake,1991,213,8/1/91,7,12,633,59,234.068,2.733,27,
T,Tuesday Lake,1991,214,8/2/91,1,0.4,423,9,10.736,1.71,2,
T,Tuesday Lake,1991,214,8/2/91,7,12,972,29,381.688,2.422,15,
L,Paul Lake,1991,217,8/5/91,1,0,380,11,8.653,1.32,8,
L,Paul Lake,1991,217,8/5/91,2,0.7,388,15,13.328,1.601,3,
L,Paul Lake,1991,217,8/5/91,3,1.5,343,13,5.59,1.923,5,
L,Paul Lake,1991,217,8/5/91,4,2.5,321,11,14.591,1.037,3,
L,Paul Lake,1991,217,8/5/91,5,3.4,352,22,14.046,0.941,3,
L,Paul Lake,1991,217,8/5/91,6,5.6,367,22,20.332,0.976,3,
L,Paul Lake,1991,217,8/5/91,7,8,1235,55,513.342,2.699,13,
R,Peter Lake,1991,218,8/6/91,1,0,288,10,4.556,0.463,2,
R,Peter Lake,1991,218,8/6/91,2,1,289,8,5.521,0.119,3,
R,Peter Lake,1991,218,8/6/91,3,2,271,9,4.309,0.058,3,
R,Peter Lake,1991,218,8/6/91,4,3.6,296,9,5.196,0.51,3,
R,Peter Lake,1991,218,8/6/91,5,5,274,10,6.085,0.854,4,
R,Peter Lake,1991,218,8/6/91,6,8,317,18,3.891,0.648,2,
R,Peter Lake,1991,218,8/6/91,7,12,703,35,194.154,0.552,9,
E,East Long Lake,1991,219,8/7/91,1,0,440,15,9.219,0.674,5,
E,East Long Lake,1991,219,8/7/91,2,0.37,2026,16,12.933,1.127,6,
E,East Long Lake,1991,219,8/7/91,3,0.75,412,22,14.428,1.67,2,
E,East Long Lake,1991,219,8/7/91,4,1.5,418,14,NA,0.88,1,
E,East Long Lake,1991,219,8/7/91,5,2,411,15,19.262,1.993,4,
E,East Long Lake,1991,219,8/7/91,6,3.4,356,11,13.887,0.75,4,
