"Date","Site.Name","COUNTY","SITE_LATITUDE","SITE_LONGITUDE","Month","Year","Ozone","PM2.5"
2018-01-04,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,NA,23
2018-01-04,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,NA,25
2018-01-04,"Millbrook School","Wake",35.856111,-78.574167,1,2018,32,39
2018-01-04,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,NA,25
2018-01-04,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,NA,30
2018-01-05,"Bryson City","Swain",35.434767,-83.442133,1,2018,NA,30
2018-01-05,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2018,NA,15
2018-01-05,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,NA,37
2018-01-05,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,NA,32.5
2018-01-05,"Frying Pan Mountain","Haywood",35.379167,-82.7925,1,2018,NA,13
2018-01-05,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,30,32
2018-01-05,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,NA,27
2018-01-05,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,NA,9
2018-01-05,"Linville Falls","Avery",35.972347,-81.933072,1,2018,NA,15
2018-01-05,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,NA,23
2018-01-05,"Millbrook School","Wake",35.856111,-78.574167,1,2018,33,32
2018-01-05,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,NA,21
2018-01-05,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,NA,32
2018-01-06,"Bryson City","Swain",35.434767,-83.442133,1,2018,NA,35
2018-01-06,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2018,NA,21
2018-01-06,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,NA,35
2018-01-06,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,NA,32
2018-01-06,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,31,40
2018-01-06,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,NA,22
2018-01-06,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,NA,8
2018-01-06,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,NA,23
2018-01-06,"Millbrook School","Wake",35.856111,-78.574167,1,2018,33,33
2018-01-06,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,NA,17
2018-01-06,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,NA,29
2018-01-07,"Bryson City","Swain",35.434767,-83.442133,1,2018,NA,54
2018-01-07,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2018,NA,9
2018-01-07,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,NA,49
2018-01-07,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,NA,39
2018-01-07,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,31,47
2018-01-07,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,NA,28
2018-01-07,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,NA,15
2018-01-07,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,NA,38
2018-01-07,"Millbrook School","Wake",35.856111,-78.574167,1,2018,34,48
2018-01-07,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,NA,18
2018-01-07,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,NA,27
2018-01-08,"Bryson City","Swain",35.434767,-83.442133,1,2018,NA,71
2018-01-08,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2018,NA,11
2018-01-08,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,NA,52
2018-01-08,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,NA,34.5
2018-01-08,"Frying Pan Mountain","Haywood",35.379167,-82.7925,1,2018,NA,3
2018-01-08,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,16,53
2018-01-08,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,NA,40
2018-01-08,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,NA,40
2018-01-08,"Linville Falls","Avery",35.972347,-81.933072,1,2018,NA,22
2018-01-08,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,NA,44
2018-01-08,"Millbrook School","Wake",35.856111,-78.574167,1,2018,27,42.5
2018-01-08,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,NA,31
2018-01-08,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,NA,38
2018-01-09,"Bryson City","Swain",35.434767,-83.442133,1,2018,NA,78
2018-01-09,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2018,NA,20
2018-01-09,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,NA,60
2018-01-09,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,NA,49
2018-01-09,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,28,53
2018-01-09,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,NA,54
2018-01-09,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,NA,19
2018-01-09,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,NA,43
2018-01-09,"Millbrook School","Wake",35.856111,-78.574167,1,2018,30,35
2018-01-09,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,NA,31
2018-01-09,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,NA,43
2018-01-10,"Bryson City","Swain",35.434767,-83.442133,1,2018,NA,56
2018-01-10,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2018,NA,14
2018-01-10,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,NA,39
2018-01-10,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,NA,39
2018-01-10,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,31,38
2018-01-10,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,NA,32
2018-01-10,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,NA,35
2018-01-10,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,NA,29
2018-01-10,"Millbrook School","Wake",35.856111,-78.574167,1,2018,33,22
2018-01-10,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,NA,37
2018-01-10,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,NA,35
2018-01-11,"Bryson City","Swain",35.434767,-83.442133,1,2018,NA,17
2018-01-11,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2018,NA,12
2018-01-11,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,NA,59
2018-01-11,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,NA,43.5
2018-01-11,"Frying Pan Mountain","Haywood",35.379167,-82.7925,1,2018,NA,0
2018-01-11,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,26,35
2018-01-11,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,NA,48.5
2018-01-11,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,NA,34
2018-01-11,"Linville Falls","Avery",35.972347,-81.933072,1,2018,NA,3
2018-01-11,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,NA,55
2018-01-11,"Millbrook School","Wake",35.856111,-78.574167,1,2018,26,23
2018-01-11,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,NA,27.5
2018-01-11,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,NA,41
2018-01-12,"Bryson City","Swain",35.434767,-83.442133,1,2018,NA,10
2018-01-12,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2018,NA,0
2018-01-12,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,NA,23
2018-01-12,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,NA,5
2018-01-12,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,33,20
2018-01-12,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,NA,23
2018-01-12,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,NA,8
2018-01-12,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,NA,15
2018-01-12,"Millbrook School","Wake",35.856111,-78.574167,1,2018,35,0
2018-01-12,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,NA,12
2018-01-12,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,NA,13
2018-01-13,"Bryson City","Swain",35.434767,-83.442133,1,2018,NA,18
2018-01-13,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2018,NA,10
2018-01-13,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,NA,10
2018-01-13,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,NA,20
2018-01-13,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,32,15
2018-01-13,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,NA,10
2018-01-13,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,NA,0
2018-01-13,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,NA,12
2018-01-13,"Millbrook School","Wake",35.856111,-78.574167,1,2018,32,24
2018-01-13,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,NA,3
2018-01-13,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,NA,8
2018-01-14,"Bryson City","Swain",35.434767,-83.442133,1,2018,NA,28
2018-01-14,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2018,NA,10
2018-01-14,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,NA,25
2018-01-14,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,NA,20
2018-01-14,"Frying Pan Mountain","Haywood",35.379167,-82.7925,1,2018,NA,6
2018-01-14,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,31,26.5
2018-01-14,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,NA,20.3333333333333
2018-01-14,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,NA,10
2018-01-14,"Linville Falls","Avery",35.972347,-81.933072,1,2018,NA,10
2018-01-14,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,NA,22
2018-01-14,"Millbrook School","Wake",35.856111,-78.574167,1,2018,NA,19.5
2018-01-14,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,NA,15.5
2018-01-14,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,NA,15
2018-01-15,"Bryson City","Swain",35.434767,-83.442133,1,2018,NA,43
2018-01-15,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2018,NA,21
2018-01-15,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,NA,30
2018-01-15,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,NA,44
2018-01-15,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,27,43
2018-01-15,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,NA,30
2018-01-15,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,NA,24
2018-01-15,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,NA,40
2018-01-15,"Millbrook School","Wake",35.856111,-78.574167,1,2018,NA,35
2018-01-15,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,NA,30
2018-01-15,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,NA,35
2018-01-16,"Bryson City","Swain",35.434767,-83.442133,1,2018,NA,52
2018-01-16,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2018,NA,20
2018-01-16,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,NA,69
2018-01-16,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,NA,60
2018-01-16,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,28,61
2018-01-16,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,NA,68
2018-01-16,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,NA,29
2018-01-16,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,NA,70
2018-01-16,"Millbrook School","Wake",35.856111,-78.574167,1,2018,24,58
2018-01-16,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,NA,37
2018-01-16,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,NA,53
2018-01-17,"Bryson City","Swain",35.434767,-83.442133,1,2018,NA,37
2018-01-17,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2018,NA,24
2018-01-17,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,NA,55
2018-01-17,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,NA,54.5
2018-01-17,"Frying Pan Mountain","Haywood",35.379167,-82.7925,1,2018,NA,15
2018-01-17,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,28,40.5
2018-01-17,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,NA,47.5
2018-01-17,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,NA,38
2018-01-17,"Linville Falls","Avery",35.972347,-81.933072,1,2018,NA,19
2018-01-17,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,NA,51
2018-01-17,"Millbrook School","Wake",35.856111,-78.574167,1,2018,29,56
2018-01-17,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,NA,48.5
2018-01-17,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,NA,66
2018-01-18,"Bryson City","Swain",35.434767,-83.442133,1,2018,NA,48
2018-01-18,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2018,NA,30
2018-01-18,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,NA,40
2018-01-18,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,NA,45
2018-01-18,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,31,40
2018-01-18,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,NA,35
2018-01-18,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,NA,31
2018-01-18,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,NA,34
2018-01-18,"Millbrook School","Wake",35.856111,-78.574167,1,2018,35,54
2018-01-18,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,NA,38
2018-01-18,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,NA,50
2018-01-19,"Bryson City","Swain",35.434767,-83.442133,1,2018,NA,52
2018-01-19,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,NA,54
2018-01-19,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,NA,57
2018-01-19,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,22,49
2018-01-19,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,NA,43
2018-01-19,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,NA,25
2018-01-19,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,NA,37
2018-01-19,"Millbrook School","Wake",35.856111,-78.574167,1,2018,32,55
2018-01-19,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,NA,34
2018-01-19,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,NA,42
2018-01-20,"Bryson City","Swain",35.434767,-83.442133,1,2018,NA,51
2018-01-20,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2018,NA,21
2018-01-20,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,NA,63
2018-01-20,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,NA,45
2018-01-20,"Frying Pan Mountain","Haywood",35.379167,-82.7925,1,2018,NA,6
2018-01-20,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,32,43
2018-01-20,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,NA,36
2018-01-20,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,NA,28
2018-01-20,"Linville Falls","Avery",35.972347,-81.933072,1,2018,NA,8
2018-01-20,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,NA,38
2018-01-20,"Millbrook School","Wake",35.856111,-78.574167,1,2018,35,50
2018-01-20,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,NA,41
2018-01-20,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,NA,40
2018-01-21,"Bryson City","Swain",35.434767,-83.442133,1,2018,NA,50
2018-01-21,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,NA,48
2018-01-21,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,NA,44
2018-01-21,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,36,53
2018-01-21,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,NA,49
2018-01-21,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,NA,22
2018-01-21,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,NA,34
2018-01-21,"Millbrook School","Wake",35.856111,-78.574167,1,2018,34,51
2018-01-21,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,NA,35
2018-01-21,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,NA,43
2018-01-22,"Bryson City","Swain",35.434767,-83.442133,1,2018,NA,48
2018-01-22,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2018,NA,25
2018-01-22,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,NA,58
2018-01-22,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,NA,59
2018-01-22,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,37,57
2018-01-22,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,NA,52
2018-01-22,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,NA,40
2018-01-22,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,NA,51
2018-01-22,"Millbrook School","Wake",35.856111,-78.574167,1,2018,32,59
2018-01-22,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,NA,39
2018-01-22,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,NA,57
2018-01-23,"Bryson City","Swain",35.434767,-83.442133,1,2018,NA,17
2018-01-23,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2018,NA,8
2018-01-23,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,NA,25
2018-01-23,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,NA,18.5
2018-01-23,"Frying Pan Mountain","Haywood",35.379167,-82.7925,1,2018,NA,11
2018-01-23,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,36,15.5
2018-01-23,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,NA,20
2018-01-23,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,NA,13
2018-01-23,"Linville Falls","Avery",35.972347,-81.933072,1,2018,NA,10
2018-01-23,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,NA,19
2018-01-23,"Millbrook School","Wake",35.856111,-78.574167,1,2018,37,20.5
2018-01-23,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,NA,16
2018-01-23,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,NA,15
2018-01-24,"Bryson City","Swain",35.434767,-83.442133,1,2018,NA,18
2018-01-24,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2018,NA,7
2018-01-24,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,NA,16
2018-01-24,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,NA,26
2018-01-24,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,28,22
2018-01-24,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,NA,15
2018-01-24,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,NA,3
2018-01-24,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,NA,13
2018-01-24,"Millbrook School","Wake",35.856111,-78.574167,1,2018,31,20
2018-01-24,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,NA,9
2018-01-24,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,NA,15
2018-01-25,"Bryson City","Swain",35.434767,-83.442133,1,2018,NA,26
2018-01-25,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2018,NA,13
2018-01-25,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,NA,34
2018-01-25,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,NA,43
2018-01-25,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,31,30
2018-01-25,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,NA,34
2018-01-25,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,NA,8
2018-01-25,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,NA,27
2018-01-25,"Millbrook School","Wake",35.856111,-78.574167,1,2018,31,35
2018-01-25,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,NA,13
2018-01-25,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,NA,25
2018-01-26,"Bryson City","Swain",35.434767,-83.442133,1,2018,NA,52
2018-01-26,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2018,NA,6
2018-01-26,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,NA,58
2018-01-26,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,NA,46
2018-01-26,"Frying Pan Mountain","Haywood",35.379167,-82.7925,1,2018,NA,8
2018-01-26,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,34,46
2018-01-26,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,NA,57.6666666666667
2018-01-26,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,NA,16
2018-01-26,"Linville Falls","Avery",35.972347,-81.933072,1,2018,NA,18
2018-01-26,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,NA,56
2018-01-26,"Millbrook School","Wake",35.856111,-78.574167,1,2018,28,47.5
2018-01-26,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,NA,21
2018-01-26,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,NA,35
2018-01-27,"Bryson City","Swain",35.434767,-83.442133,1,2018,NA,58
2018-01-27,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2018,NA,3
2018-01-27,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,NA,61
2018-01-27,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,NA,42
2018-01-27,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,31,49
2018-01-27,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,NA,76
2018-01-27,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,NA,18
2018-01-27,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,NA,55
2018-01-27,"Millbrook School","Wake",35.856111,-78.574167,1,2018,37,37
2018-01-27,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,NA,26
2018-01-27,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,NA,27
2018-01-28,"Bryson City","Swain",35.434767,-83.442133,1,2018,NA,28
2018-01-28,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2018,NA,0
2018-01-28,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,NA,56
2018-01-28,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,NA,25
2018-01-28,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,29,43
2018-01-28,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,NA,46
2018-01-28,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,NA,10
2018-01-28,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,NA,46
2018-01-28,"Millbrook School","Wake",35.856111,-78.574167,1,2018,30,22
