"","Date","DAILY_AQI_VALUE","Site.Name","AQS_PARAMETER_DESC","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"99",2019-04-12,34,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"100",2019-04-13,33,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"101",2019-04-14,36,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"102",2019-04-15,47,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"103",2019-04-16,51,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"104",2019-04-17,71,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"105",2019-04-18,46,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"106",2019-04-19,35,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"107",2019-04-20,31,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"108",2019-04-21,36,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"109",2019-04-22,45,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"110",2019-04-23,50,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"111",2019-04-24,54,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"112",2019-04-25,41,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"113",2019-04-26,46,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"114",2019-04-27,58,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"115",2019-04-28,54,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"116",2019-04-29,42,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"117",2019-04-30,58,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"118",2019-05-01,36,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"119",2019-05-02,41,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"120",2019-05-03,33,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"121",2019-05-04,34,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"122",2019-05-05,31,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"123",2019-05-06,43,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"124",2019-05-07,43,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"125",2019-05-08,42,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"126",2019-05-09,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"127",2019-05-10,34,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"128",2019-05-11,24,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"129",2019-05-12,31,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"130",2019-05-13,38,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"131",2019-05-14,43,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"132",2019-05-15,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"133",2019-05-16,49,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"134",2019-05-17,48,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"135",2019-05-18,58,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"136",2019-05-19,45,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"137",2019-05-20,36,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"138",2019-05-21,64,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"139",2019-05-22,43,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"140",2019-05-23,41,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"141",2019-05-24,39,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"142",2019-05-25,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"143",2019-05-26,39,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"144",2019-05-27,42,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"145",2019-05-28,43,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"146",2019-05-29,34,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"147",2019-05-30,50,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"148",2019-05-31,40,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"149",2019-06-01,49,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"150",2019-06-02,49,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"151",2019-06-03,47,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"152",2019-06-04,67,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"153",2019-06-05,39,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"154",2019-06-06,37,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"155",2019-06-07,22,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"156",2019-06-08,32,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"157",2019-06-09,23,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"158",2019-06-10,30,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"159",2019-06-11,41,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"160",2019-06-12,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"161",2019-06-13,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"162",2019-06-14,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"163",2019-06-15,50,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"164",2019-06-16,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"165",2019-06-17,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"166",2019-06-18,30,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"167",2019-06-19,32,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"168",2019-06-20,48,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"169",2019-06-21,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"170",2019-06-22,38,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"171",2019-06-23,37,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"172",2019-06-24,35,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"173",2019-06-25,38,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"174",2019-06-26,43,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"175",2019-06-27,48,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"176",2019-06-28,77,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"177",2019-06-29,61,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"178",2019-06-30,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"179",2019-07-01,45,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"180",2019-07-02,43,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"181",2019-07-03,48,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"182",2019-07-04,43,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"183",2019-07-05,45,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"184",2019-07-06,30,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"185",2019-07-07,34,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"186",2019-07-08,32,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"187",2019-07-09,32,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"188",2019-07-10,47,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"189",2019-07-11,30,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"190",2019-07-12,30,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"191",2019-07-13,34,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"192",2019-07-14,38,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"193",2019-07-15,47,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"194",2019-07-16,35,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"195",2019-07-17,28,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"196",2019-07-18,31,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"197",2019-07-19,39,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"198",2019-07-20,29,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"199",2019-07-21,34,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"200",2019-07-22,31,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"201",2019-07-23,27,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"202",2019-07-24,43,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"203",2019-07-25,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"204",2019-07-26,48,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"205",2019-07-27,51,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"206",2019-07-28,49,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"207",2019-07-29,64,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"208",2019-07-30,58,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"209",2019-07-31,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"210",2019-08-01,46,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"211",2019-08-02,45,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"212",2019-08-03,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"213",2019-08-04,41,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"214",2019-08-05,33,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"215",2019-08-06,45,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"216",2019-08-07,36,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"217",2019-08-08,42,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"218",2019-08-09,42,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"219",2019-08-10,46,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"220",2019-08-11,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"221",2019-08-12,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"222",2019-08-13,38,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"223",2019-08-14,39,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"224",2019-08-15,43,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"225",2019-08-16,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"226",2019-08-17,42,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"227",2019-08-18,37,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"228",2019-08-19,37,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"229",2019-08-20,38,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"230",2019-08-21,38,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"231",2019-08-22,33,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"232",2019-08-23,32,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"233",2019-08-24,29,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"234",2019-08-25,31,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"235",2019-08-26,31,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"236",2019-08-27,24,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"237",2019-08-28,34,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"238",2019-08-29,41,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"239",2019-08-30,48,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"240",2019-08-31,64,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"241",2019-09-01,45,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"242",2019-09-02,37,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"243",2019-09-03,42,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"244",2019-09-04,45,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"245",2019-09-05,30,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"246",2019-09-06,45,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"247",2019-09-07,46,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"248",2019-09-08,47,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"249",2019-09-09,64,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"250",2019-09-10,47,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"251",2019-09-11,67,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"252",2019-09-12,48,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"253",2019-09-13,49,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"254",2019-09-14,32,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"255",2019-09-15,43,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"256",2019-09-16,45,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"257",2019-09-17,58,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"258",2019-09-18,42,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"259",2019-09-19,35,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"260",2019-09-20,50,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"261",2019-09-21,54,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"262",2019-09-22,50,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"263",2019-09-23,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"264",2019-09-24,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"265",2019-09-25,64,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"266",2019-09-26,42,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"267",2019-09-27,71,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"268",2019-09-28,37,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"269",2019-09-29,43,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"270",2019-09-30,43,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"271",2019-10-01,46,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"272",2019-10-02,47,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"273",2019-10-03,46,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"274",2019-10-04,45,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"275",2019-10-05,38,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"276",2019-10-06,31,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"277",2019-10-07,42,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"278",2019-10-08,28,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"279",2019-10-09,39,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"280",2019-10-10,40,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"281",2019-10-11,46,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"282",2019-10-12,41,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"283",2019-10-13,16,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"284",2019-10-14,42,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"285",2019-10-15,48,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"286",2019-10-16,35,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"287",2019-10-17,34,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"288",2019-10-18,36,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
