"Date","DAILY_AQI_VALUE","Site.Name","AQS_PARAMETER_DESC","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
2018-07-19,29,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-07-22,18,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-07-25,21,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-07-28,34,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-07-31,25,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-08-03,5,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-08-06,21,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-08-09,21,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-08-12,35,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-08-15,43,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-08-18,25,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-08-21,20,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-08-24,21,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-08-27,45,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-08-30,27,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-09-02,24,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-09-05,29,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-09-08,32,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-09-11,22,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-09-14,9,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-09-17,3,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-09-20,35,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-09-23,30,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-09-26,13,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-09-29,20,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-10-02,25,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-10-05,26,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-10-08,23,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-10-11,6,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-10-14,20,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-10-17,5,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-10-20,12,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-10-23,12,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-10-26,5,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-10-29,8,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-11-01,22,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-11-04,15,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-11-07,10,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-11-10,12,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-11-13,5,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-11-16,10,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-11-19,31,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-11-22,14,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-11-25,15,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-11-28,21,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-12-01,16,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-12-04,6,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-12-07,15,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-12-10,5,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-12-19,20,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-12-22,4,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-12-25,12,"Linville Falls","PM 2.5","Avery",35.972347,-81.933072
2018-01-02,26,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-01-08,40,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-01-14,18,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-01-20,23,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-01-26,37,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-02-01,44,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-02-07,15,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-02-13,18,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-02-19,14,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-02-25,22,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-03-03,9,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-03-09,28,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-03-15,31,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-03-21,9,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-03-27,21,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-04-02,40,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-04-08,16,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-04-14,40,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-04-20,17,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-04-26,13,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-05-02,48,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-05-08,28,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-05-14,54,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-05-20,39,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-05-26,16,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-06-01,15,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-06-07,46,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-06-13,25,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-06-19,45,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-06-25,21,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-07-01,29,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-07-07,24,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-07-13,44,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-07-19,43,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-07-25,24,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-07-31,30,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-08-06,29,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-08-12,38,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-08-18,23,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-08-24,30,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-08-30,31,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-09-05,32,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-09-11,21,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-09-17,5,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-09-23,46,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-09-29,16,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-10-05,30,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-10-11,9,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-10-17,8,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-10-23,21,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-10-29,13,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-11-04,24,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-11-10,21,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-11-22,26,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-11-28,26,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-12-04,8,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-12-10,16,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-12-16,13,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-12-22,12,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-12-28,10,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-01-02,29,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-01-08,49,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-01-14,1,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-01-26,27,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-02-01,40,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-02-07,17,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-02-13,21,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-02-19,16,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-02-25,29,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-03-03,10,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-03-09,27,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-03-15,32,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-03-21,8,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-03-27,23,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-04-02,42,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-04-08,16,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-04-14,40,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-04-20,18,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-04-26,15,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-05-02,47,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-05-08,29,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-05-14,55,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-05-26,15,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-06-01,13,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-06-07,46,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-06-13,28,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-06-19,47,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-06-25,22,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-07-01,31,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-07-07,25,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-07-13,46,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-07-19,45,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-07-25,23,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-07-31,31,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-08-06,30,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-08-12,36,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-08-18,25,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-08-24,31,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-08-30,30,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-09-05,33,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-09-11,21,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-09-23,47,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-09-29,17,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-10-05,30,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-10-11,7,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-10-17,9,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-10-23,22,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-10-29,13,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-11-04,25,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-11-10,22,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-11-16,16,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-11-22,28,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-11-28,24,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-12-04,15,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-12-10,16,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-12-16,10,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-12-22,13,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-01-01,23,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-01-02,25,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-01-03,52,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-01-04,23,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-01-05,21,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-01-06,19,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-01-07,53,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-01-08,44,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-01-09,53,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-01-10,35,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-01-11,13,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-01-12,4,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-01-13,6,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-01-14,21,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-01-15,41,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-01-16,57,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-01-17,28,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-01-18,26,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-01-19,26,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-01-20,26,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-01-21,50,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-01-22,42,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-01-23,12,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-01-24,14,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-01-25,23,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-01-26,40,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-01-27,28,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-01-28,26,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-01-29,12,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-01-30,12,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-01-31,35,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-02-01,47,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-02-02,9,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-02-03,26,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-02-04,15,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-02-05,13,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-02-06,28,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-02-07,15,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-02-08,15,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-02-09,26,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-02-10,12,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-02-11,10,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-02-12,12,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-02-13,20,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-02-14,30,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-02-15,18,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-02-16,15,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-02-17,5,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-02-18,3,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-02-19,15,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-02-20,26,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-02-21,23,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-02-22,39,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-02-23,42,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-02-24,38,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-02-25,23,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-02-26,11,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-02-27,19,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-02-28,19,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-03-01,12,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-03-02,5,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-03-03,12,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-03-04,13,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-03-05,38,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
2018-03-06,66,"Board Of Ed. Bldg.","PM 2.5","Buncombe",35.6062000008935,-82.5844
