"","Date","Site.Name","COUNTY","meanLat","meanLng","Month","Year","PM2.5","Ozone"
"22",2018-01-02,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,35,NA
"23",2018-01-03,"Bryson City","Swain",35.434767,-83.442133,1,2018,44,NA
"24",2018-01-03,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2018,18,NA
"25",2018-01-03,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,68,NA
"26",2018-01-03,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,58,NA
"27",2018-01-03,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,59,21
"28",2018-01-03,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,55,NA
"29",2018-01-03,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,23,NA
"30",2018-01-03,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,60,NA
"31",2018-01-03,"Millbrook School","Wake",35.856111,-78.574167,1,2018,61,30
"32",2018-01-03,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,34,NA
"33",2018-01-03,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,47,NA
"34",2018-01-04,"Bryson City","Swain",35.434767,-83.442133,1,2018,28,NA
"35",2018-01-04,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2018,19,NA
"36",2018-01-04,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,42,NA
"37",2018-01-04,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,40,NA
"38",2018-01-04,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,39,30
"39",2018-01-04,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,35,NA
"40",2018-01-04,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,23,NA
"41",2018-01-04,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,25,NA
"42",2018-01-04,"Millbrook School","Wake",35.856111,-78.574167,1,2018,39,32
"43",2018-01-04,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,25,NA
"44",2018-01-04,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,30,NA
"45",2018-01-05,"Bryson City","Swain",35.434767,-83.442133,1,2018,30,NA
"46",2018-01-05,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2018,15,NA
"47",2018-01-05,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,37,NA
"48",2018-01-05,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,32.5,NA
"49",2018-01-05,"Frying Pan Mountain","Haywood",35.379167,-82.7925,1,2018,13,NA
"50",2018-01-05,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,32,30
"51",2018-01-05,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,27,NA
"52",2018-01-05,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,9,NA
"53",2018-01-05,"Linville Falls","Avery",35.972347,-81.933072,1,2018,15,NA
"54",2018-01-05,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,23,NA
"55",2018-01-05,"Millbrook School","Wake",35.856111,-78.574167,1,2018,32,33
"56",2018-01-05,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,21,NA
"57",2018-01-05,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,32,NA
"58",2018-01-06,"Bryson City","Swain",35.434767,-83.442133,1,2018,35,NA
"59",2018-01-06,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2018,21,NA
"60",2018-01-06,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,35,NA
"61",2018-01-06,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,32,NA
"62",2018-01-06,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,40,31
"63",2018-01-06,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,22,NA
"64",2018-01-06,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,8,NA
"65",2018-01-06,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,23,NA
"66",2018-01-06,"Millbrook School","Wake",35.856111,-78.574167,1,2018,33,33
"67",2018-01-06,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,17,NA
"68",2018-01-06,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,29,NA
"69",2018-01-07,"Bryson City","Swain",35.434767,-83.442133,1,2018,54,NA
"70",2018-01-07,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2018,9,NA
"71",2018-01-07,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,49,NA
"72",2018-01-07,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,39,NA
"73",2018-01-07,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,47,31
"74",2018-01-07,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,28,NA
"75",2018-01-07,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,15,NA
"76",2018-01-07,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,38,NA
"77",2018-01-07,"Millbrook School","Wake",35.856111,-78.574167,1,2018,48,34
"78",2018-01-07,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,18,NA
"79",2018-01-07,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,27,NA
"80",2018-01-08,"Bryson City","Swain",35.434767,-83.442133,1,2018,71,NA
"81",2018-01-08,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2018,11,NA
"82",2018-01-08,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,52,NA
"83",2018-01-08,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,34.5,NA
"84",2018-01-08,"Frying Pan Mountain","Haywood",35.379167,-82.7925,1,2018,3,NA
"85",2018-01-08,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,53,16
"86",2018-01-08,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,40,NA
"87",2018-01-08,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,40,NA
"88",2018-01-08,"Linville Falls","Avery",35.972347,-81.933072,1,2018,22,NA
"89",2018-01-08,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,44,NA
"90",2018-01-08,"Millbrook School","Wake",35.856111,-78.574167,1,2018,42.5,27
"91",2018-01-08,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,31,NA
"92",2018-01-08,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,38,NA
"93",2018-01-09,"Bryson City","Swain",35.434767,-83.442133,1,2018,78,NA
"94",2018-01-09,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2018,20,NA
"95",2018-01-09,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,60,NA
"96",2018-01-09,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,49,NA
"97",2018-01-09,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,53,28
"98",2018-01-09,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,54,NA
"99",2018-01-09,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,19,NA
"100",2018-01-09,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,43,NA
"101",2018-01-09,"Millbrook School","Wake",35.856111,-78.574167,1,2018,35,30
"102",2018-01-09,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,31,NA
"103",2018-01-09,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,43,NA
"104",2018-01-10,"Bryson City","Swain",35.434767,-83.442133,1,2018,56,NA
"105",2018-01-10,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2018,14,NA
"106",2018-01-10,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,39,NA
"107",2018-01-10,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,39,NA
"108",2018-01-10,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,38,31
"109",2018-01-10,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,32,NA
"110",2018-01-10,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,35,NA
"111",2018-01-10,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,29,NA
"112",2018-01-10,"Millbrook School","Wake",35.856111,-78.574167,1,2018,22,33
"113",2018-01-10,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,37,NA
"114",2018-01-10,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,35,NA
"115",2018-01-11,"Bryson City","Swain",35.434767,-83.442133,1,2018,17,NA
"116",2018-01-11,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2018,12,NA
"117",2018-01-11,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,59,NA
"118",2018-01-11,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,43.5,NA
"119",2018-01-11,"Frying Pan Mountain","Haywood",35.379167,-82.7925,1,2018,0,NA
"120",2018-01-11,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,35,26
"121",2018-01-11,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,48.5,NA
"122",2018-01-11,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,34,NA
"123",2018-01-11,"Linville Falls","Avery",35.972347,-81.933072,1,2018,3,NA
"124",2018-01-11,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,55,NA
"125",2018-01-11,"Millbrook School","Wake",35.856111,-78.574167,1,2018,23,26
"126",2018-01-11,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,27.5,NA
"127",2018-01-11,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,41,NA
"128",2018-01-12,"Bryson City","Swain",35.434767,-83.442133,1,2018,10,NA
"129",2018-01-12,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2018,0,NA
"130",2018-01-12,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,23,NA
"131",2018-01-12,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,5,NA
"132",2018-01-12,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,20,33
"133",2018-01-12,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,23,NA
"134",2018-01-12,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,8,NA
"135",2018-01-12,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,15,NA
"136",2018-01-12,"Millbrook School","Wake",35.856111,-78.574167,1,2018,0,35
"137",2018-01-12,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,12,NA
"138",2018-01-12,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,13,NA
"139",2018-01-13,"Bryson City","Swain",35.434767,-83.442133,1,2018,18,NA
"140",2018-01-13,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2018,10,NA
"141",2018-01-13,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,10,NA
"142",2018-01-13,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,20,NA
"143",2018-01-13,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,15,32
"144",2018-01-13,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,10,NA
"145",2018-01-13,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,0,NA
"146",2018-01-13,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,12,NA
"147",2018-01-13,"Millbrook School","Wake",35.856111,-78.574167,1,2018,24,32
"148",2018-01-13,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,3,NA
"149",2018-01-13,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,8,NA
"150",2018-01-14,"Bryson City","Swain",35.434767,-83.442133,1,2018,28,NA
"151",2018-01-14,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2018,10,NA
"152",2018-01-14,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,25,NA
"153",2018-01-14,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,20,NA
"154",2018-01-14,"Frying Pan Mountain","Haywood",35.379167,-82.7925,1,2018,6,NA
"155",2018-01-14,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,26.5,31
"156",2018-01-14,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,20.3333333333333,NA
"157",2018-01-14,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,10,NA
"158",2018-01-14,"Linville Falls","Avery",35.972347,-81.933072,1,2018,10,NA
"159",2018-01-14,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,22,NA
"160",2018-01-14,"Millbrook School","Wake",35.856111,-78.574167,1,2018,19.5,NA
"161",2018-01-14,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,15.5,NA
"162",2018-01-14,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,15,NA
"163",2018-01-15,"Bryson City","Swain",35.434767,-83.442133,1,2018,43,NA
"164",2018-01-15,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2018,21,NA
"165",2018-01-15,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,30,NA
"166",2018-01-15,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,44,NA
"167",2018-01-15,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,43,27
"168",2018-01-15,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,30,NA
"169",2018-01-15,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,24,NA
"170",2018-01-15,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,40,NA
"171",2018-01-15,"Millbrook School","Wake",35.856111,-78.574167,1,2018,35,NA
"172",2018-01-15,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,30,NA
"173",2018-01-15,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,35,NA
"174",2018-01-16,"Bryson City","Swain",35.434767,-83.442133,1,2018,52,NA
"175",2018-01-16,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2018,20,NA
"176",2018-01-16,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,69,NA
"177",2018-01-16,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,60,NA
"178",2018-01-16,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,61,28
"179",2018-01-16,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,68,NA
"180",2018-01-16,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,29,NA
"181",2018-01-16,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,70,NA
"182",2018-01-16,"Millbrook School","Wake",35.856111,-78.574167,1,2018,58,24
"183",2018-01-16,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,37,NA
"184",2018-01-16,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,53,NA
"185",2018-01-17,"Bryson City","Swain",35.434767,-83.442133,1,2018,37,NA
"186",2018-01-17,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2018,24,NA
"187",2018-01-17,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,55,NA
"188",2018-01-17,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,54.5,NA
"189",2018-01-17,"Frying Pan Mountain","Haywood",35.379167,-82.7925,1,2018,15,NA
"190",2018-01-17,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,40.5,28
"191",2018-01-17,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,47.5,NA
"192",2018-01-17,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,38,NA
"193",2018-01-17,"Linville Falls","Avery",35.972347,-81.933072,1,2018,19,NA
"194",2018-01-17,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,51,NA
"195",2018-01-17,"Millbrook School","Wake",35.856111,-78.574167,1,2018,56,29
"196",2018-01-17,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,48.5,NA
"197",2018-01-17,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,66,NA
"198",2018-01-18,"Bryson City","Swain",35.434767,-83.442133,1,2018,48,NA
"199",2018-01-18,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2018,30,NA
"200",2018-01-18,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,40,NA
"201",2018-01-18,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,45,NA
"202",2018-01-18,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,40,31
"203",2018-01-18,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,35,NA
"204",2018-01-18,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,31,NA
"205",2018-01-18,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,34,NA
"206",2018-01-18,"Millbrook School","Wake",35.856111,-78.574167,1,2018,54,35
"207",2018-01-18,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,38,NA
"208",2018-01-18,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,50,NA
"209",2018-01-19,"Bryson City","Swain",35.434767,-83.442133,1,2018,52,NA
"210",2018-01-19,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,54,NA
"211",2018-01-19,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,57,NA
"212",2018-01-19,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,49,22
"213",2018-01-19,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,43,NA
"214",2018-01-19,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,25,NA
"215",2018-01-19,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,37,NA
"216",2018-01-19,"Millbrook School","Wake",35.856111,-78.574167,1,2018,55,32
"217",2018-01-19,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,34,NA
"218",2018-01-19,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,42,NA
"219",2018-01-20,"Bryson City","Swain",35.434767,-83.442133,1,2018,51,NA
"220",2018-01-20,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2018,21,NA
"221",2018-01-20,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,63,NA
"222",2018-01-20,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,45,NA
"223",2018-01-20,"Frying Pan Mountain","Haywood",35.379167,-82.7925,1,2018,6,NA
"224",2018-01-20,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,43,32
"225",2018-01-20,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,36,NA
"226",2018-01-20,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,28,NA
"227",2018-01-20,"Linville Falls","Avery",35.972347,-81.933072,1,2018,8,NA
"228",2018-01-20,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,38,NA
"229",2018-01-20,"Millbrook School","Wake",35.856111,-78.574167,1,2018,50,35
"230",2018-01-20,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,41,NA
"231",2018-01-20,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,40,NA
"232",2018-01-21,"Bryson City","Swain",35.434767,-83.442133,1,2018,50,NA
"233",2018-01-21,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,48,NA
"234",2018-01-21,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,44,NA
"235",2018-01-21,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,53,36
"236",2018-01-21,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,49,NA
"237",2018-01-21,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,22,NA
"238",2018-01-21,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,34,NA
"239",2018-01-21,"Millbrook School","Wake",35.856111,-78.574167,1,2018,51,34
"240",2018-01-21,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,35,NA
"241",2018-01-21,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,43,NA
"242",2018-01-22,"Bryson City","Swain",35.434767,-83.442133,1,2018,48,NA
"243",2018-01-22,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2018,25,NA
"244",2018-01-22,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,58,NA
"245",2018-01-22,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,59,NA
"246",2018-01-22,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,57,37
"247",2018-01-22,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,52,NA
"248",2018-01-22,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,40,NA
"249",2018-01-22,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,51,NA
"250",2018-01-22,"Millbrook School","Wake",35.856111,-78.574167,1,2018,59,32
"251",2018-01-22,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,39,NA
"252",2018-01-22,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,57,NA
"253",2018-01-23,"Bryson City","Swain",35.434767,-83.442133,1,2018,17,NA
"254",2018-01-23,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2018,8,NA
"255",2018-01-23,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,25,NA
"256",2018-01-23,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,18.5,NA
"257",2018-01-23,"Frying Pan Mountain","Haywood",35.379167,-82.7925,1,2018,11,NA
"258",2018-01-23,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,15.5,36
"259",2018-01-23,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,20,NA
"260",2018-01-23,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,13,NA
"261",2018-01-23,"Linville Falls","Avery",35.972347,-81.933072,1,2018,10,NA
"262",2018-01-23,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,19,NA
"263",2018-01-23,"Millbrook School","Wake",35.856111,-78.574167,1,2018,20.5,37
"264",2018-01-23,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,16,NA
"265",2018-01-23,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,15,NA
"266",2018-01-24,"Bryson City","Swain",35.434767,-83.442133,1,2018,18,NA
"267",2018-01-24,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2018,7,NA
"268",2018-01-24,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,16,NA
"269",2018-01-24,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,26,NA
"270",2018-01-24,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,22,28
"271",2018-01-24,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,15,NA
"272",2018-01-24,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,3,NA
"273",2018-01-24,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,13,NA
"274",2018-01-24,"Millbrook School","Wake",35.856111,-78.574167,1,2018,20,31
"275",2018-01-24,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,9,NA
"276",2018-01-24,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,15,NA
"277",2018-01-25,"Bryson City","Swain",35.434767,-83.442133,1,2018,26,NA
"278",2018-01-25,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2018,13,NA
"279",2018-01-25,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,34,NA
"280",2018-01-25,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,43,NA
"281",2018-01-25,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,30,31
"282",2018-01-25,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,34,NA
"283",2018-01-25,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,8,NA
"284",2018-01-25,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,27,NA
"285",2018-01-25,"Millbrook School","Wake",35.856111,-78.574167,1,2018,35,31
"286",2018-01-25,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,13,NA
"287",2018-01-25,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,25,NA
"288",2018-01-26,"Bryson City","Swain",35.434767,-83.442133,1,2018,52,NA
"289",2018-01-26,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2018,6,NA
"290",2018-01-26,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,58,NA
"291",2018-01-26,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,46,NA
"292",2018-01-26,"Frying Pan Mountain","Haywood",35.379167,-82.7925,1,2018,8,NA
"293",2018-01-26,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,46,34
"294",2018-01-26,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,57.6666666666667,NA
"295",2018-01-26,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,16,NA
"296",2018-01-26,"Linville Falls","Avery",35.972347,-81.933072,1,2018,18,NA
"297",2018-01-26,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,56,NA
"298",2018-01-26,"Millbrook School","Wake",35.856111,-78.574167,1,2018,47.5,28
"299",2018-01-26,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,21,NA
"300",2018-01-26,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,35,NA
