"","Date","DAILY_AQI_VALUE","Site.Name","AQS_PARAMETER_DESC","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"57",2018-06-22,20,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"58",2018-06-25,20,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"59",2018-06-28,24,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"60",2018-07-01,25,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"61",2018-07-04,43,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"62",2018-07-07,22,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"63",2018-07-10,34,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"64",2018-07-13,47,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"65",2018-07-16,31,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"66",2018-07-19,29,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"67",2018-07-22,18,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"68",2018-07-25,21,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"69",2018-07-28,34,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"70",2018-07-31,25,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"71",2018-08-03,5,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"72",2018-08-06,21,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"73",2018-08-09,21,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"74",2018-08-12,35,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"75",2018-08-15,43,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"76",2018-08-18,25,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"77",2018-08-21,20,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"78",2018-08-24,21,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"79",2018-08-27,45,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"80",2018-08-30,27,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"81",2018-09-02,24,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"82",2018-09-05,29,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"83",2018-09-08,32,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"84",2018-09-11,22,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"85",2018-09-14,9,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"86",2018-09-17,3,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"87",2018-09-20,35,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"88",2018-09-23,30,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"89",2018-09-26,13,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"90",2018-09-29,20,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"91",2018-10-02,25,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"92",2018-10-05,26,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"93",2018-10-08,23,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"94",2018-10-11,6,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"95",2018-10-14,20,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"96",2018-10-17,5,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"97",2018-10-20,12,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"98",2018-10-23,12,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"99",2018-10-26,5,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"100",2018-10-29,8,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"101",2018-11-01,22,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"102",2018-11-04,15,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"103",2018-11-07,10,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"104",2018-11-10,12,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"105",2018-11-13,5,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"106",2018-11-16,10,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"107",2018-11-19,31,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"108",2018-11-22,14,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"109",2018-11-25,15,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"110",2018-11-28,21,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"111",2018-12-01,16,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"112",2018-12-04,6,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"113",2018-12-07,15,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"114",2018-12-10,5,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"115",2018-12-19,20,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"116",2018-12-22,4,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"117",2018-12-25,12,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"118",2018-01-02,26,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"119",2018-01-08,40,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"120",2018-01-14,18,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"121",2018-01-20,23,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"122",2018-01-26,37,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"123",2018-02-01,44,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"124",2018-02-07,15,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"125",2018-02-13,18,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"126",2018-02-19,14,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"127",2018-02-25,22,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"128",2018-03-03,9,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"129",2018-03-09,28,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"130",2018-03-15,31,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"131",2018-03-21,9,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"132",2018-03-27,21,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"133",2018-04-02,40,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"134",2018-04-08,16,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"135",2018-04-14,40,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"136",2018-04-20,17,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"137",2018-04-26,13,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"138",2018-05-02,48,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"139",2018-05-08,28,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"140",2018-05-14,54,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"141",2018-05-20,39,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"142",2018-05-26,16,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"143",2018-06-01,15,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"144",2018-06-07,46,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"145",2018-06-13,25,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"146",2018-06-19,45,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"147",2018-06-25,21,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"148",2018-07-01,29,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"149",2018-07-07,24,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"150",2018-07-13,44,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"151",2018-07-19,43,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"152",2018-07-25,24,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"153",2018-07-31,30,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"154",2018-08-06,29,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"155",2018-08-12,38,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"156",2018-08-18,23,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"157",2018-08-24,30,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"158",2018-08-30,31,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"159",2018-09-05,32,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"160",2018-09-11,21,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"161",2018-09-17,5,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"162",2018-09-23,46,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"163",2018-09-29,16,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"164",2018-10-05,30,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"165",2018-10-11,9,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"166",2018-10-17,8,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"167",2018-10-23,21,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"168",2018-10-29,13,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"169",2018-11-04,24,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"170",2018-11-10,21,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"171",2018-11-22,26,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"172",2018-11-28,26,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"173",2018-12-04,8,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"174",2018-12-10,16,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"175",2018-12-16,13,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"176",2018-12-22,12,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"177",2018-12-28,10,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"178",2018-01-02,29,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"179",2018-01-08,49,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"180",2018-01-14,1,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"181",2018-01-26,27,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"182",2018-02-01,40,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"183",2018-02-07,17,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"184",2018-02-13,21,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"185",2018-02-19,16,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"186",2018-02-25,29,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"187",2018-03-03,10,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"188",2018-03-09,27,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"189",2018-03-15,32,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"190",2018-03-21,8,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"191",2018-03-27,23,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"192",2018-04-02,42,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"193",2018-04-08,16,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"194",2018-04-14,40,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"195",2018-04-20,18,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"196",2018-04-26,15,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"197",2018-05-02,47,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"198",2018-05-08,29,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"199",2018-05-14,55,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"200",2018-05-26,15,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"201",2018-06-01,13,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"202",2018-06-07,46,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"203",2018-06-13,28,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"204",2018-06-19,47,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"205",2018-06-25,22,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"206",2018-07-01,31,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"207",2018-07-07,25,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"208",2018-07-13,46,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"209",2018-07-19,45,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"210",2018-07-25,23,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"211",2018-07-31,31,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"212",2018-08-06,30,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"213",2018-08-12,36,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"214",2018-08-18,25,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"215",2018-08-24,31,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"216",2018-08-30,30,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"217",2018-09-05,33,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"218",2018-09-11,21,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"219",2018-09-23,47,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"220",2018-09-29,17,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"221",2018-10-05,30,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"222",2018-10-11,7,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"223",2018-10-17,9,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"224",2018-10-23,22,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"225",2018-10-29,13,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"226",2018-11-04,25,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"227",2018-11-10,22,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"228",2018-11-16,16,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"229",2018-11-22,28,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"230",2018-11-28,24,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"231",2018-12-04,15,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"232",2018-12-10,16,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"233",2018-12-16,10,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"234",2018-12-22,13,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"235",2018-01-01,23,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"236",2018-01-02,25,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"237",2018-01-03,52,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"238",2018-01-04,23,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"239",2018-01-05,21,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"240",2018-01-06,19,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"241",2018-01-07,53,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"242",2018-01-08,44,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"243",2018-01-09,53,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"244",2018-01-10,35,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"245",2018-01-11,13,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"246",2018-01-12,4,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"247",2018-01-13,6,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"248",2018-01-14,21,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"249",2018-01-15,41,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"250",2018-01-16,57,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"251",2018-01-17,28,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"252",2018-01-18,26,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"253",2018-01-19,26,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"254",2018-01-20,26,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"255",2018-01-21,50,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"256",2018-01-22,42,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"257",2018-01-23,12,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"258",2018-01-24,14,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"259",2018-01-25,23,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"260",2018-01-26,40,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"261",2018-01-27,28,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"262",2018-01-28,26,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"263",2018-01-29,12,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"264",2018-01-30,12,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"265",2018-01-31,35,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"266",2018-02-01,47,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"267",2018-02-02,9,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"268",2018-02-03,26,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"269",2018-02-04,15,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"270",2018-02-05,13,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"271",2018-02-06,28,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"272",2018-02-07,15,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"273",2018-02-08,15,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"274",2018-02-09,26,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"275",2018-02-10,12,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"276",2018-02-11,10,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"277",2018-02-12,12,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"278",2018-02-13,20,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"279",2018-02-14,30,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"280",2018-02-15,18,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"281",2018-02-16,15,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"282",2018-02-17,5,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"283",2018-02-18,3,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"284",2018-02-19,15,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"285",2018-02-20,26,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"286",2018-02-21,23,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"287",2018-02-22,39,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"288",2018-02-23,42,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
